Driver,Year,Round,EventName,Team,Qualifying_Pace,BestQualifyingTime,FieldMedian,QualifyingPosition,GridPosition,Race_Pace,TotalCleanLaps,NumStints,QP_Score,RP_Score,Overall_Pace_Score
ALO,2018,8,French Grand Prix,McLaren,0.9110000000000014,92.976,92.065,16.0,16.0,97.45544905660375,40.0,2.0,2.831621621621621,2.734801627146693,2.783211624384157
HAR,2018,8,French Grand Prix,Toro Rosso,0.960000000000008,93.025,92.065,17.0,20.0,97.48313023469856,41.0,2.0,2.7124324324324154,2.666758887916033,2.6895956601742244
VAN,2018,8,French Grand Prix,McLaren,1.0970000000000084,93.162,92.065,18.0,17.0,97.01414600179696,42.0,2.0,2.379189189189171,3.8195628528822407,3.099376021035706
SIR,2018,8,French Grand Prix,Williams,1.570999999999998,93.636,92.065,19.0,18.0,98.16120184291356,43.0,1.0,1.226216216216225,1.0,1.1131081081081124
STR,2018,8,French Grand Prix,Williams,1.6640000000000017,93.729,92.065,20.0,19.0,98.11965862220272,43.0,1.0,1.0,1.1021168435804265,1.0510584217902132
BOT,2018,9,Austrian Grand Prix,Mercedes,-1.630500000000005,63.13,64.76050000000001,1.0,1.0,66.38381267605635,10.0,1.0,10.0,10.0,10.0
HAM,2018,9,Austrian Grand Prix,Mercedes,-1.6115000000000066,63.149,64.76050000000001,2.0,2.0,66.79913267605633,50.0,3.0,9.927203065134108,8.43947613177347,9.183339598453788
VET,2018,9,Austrian Grand Prix,Ferrari,-1.2965000000000089,63.464,64.76050000000001,3.0,6.0,66.81191705790296,63.0,2.0,8.720306513409975,8.391440080024969,8.555873296717472
RAI,2018,9,Austrian Grand Prix,Ferrari,-1.100500000000011,63.66,64.76050000000001,4.0,3.0,66.88551181281235,62.0,2.0,7.969348659003852,8.114915059288197,8.042131859146025
VER,2018,9,Austrian Grand Prix,Red Bull Racing,-0.920500000000004,63.84,64.76050000000001,5.0,4.0,66.86428623353022,62.0,2.0,7.279693486590031,8.19466807644774,7.7371807815188856
GRO,2018,9,Austrian Grand Prix,Haas F1 Team,-0.8685000000000045,63.892,64.76050000000001,6.0,5.0,67.99857579374552,59.0,2.0,7.0804597701149365,3.932687116714943,5.50657344341494
RIC,2018,9,Austrian Grand Prix,Red Bull Racing,-0.7645000000000053,63.996,64.76050000000001,7.0,7.0,66.7749751990202,46.0,3.0,6.681992337164748,8.530245465085162,7.606118901124955
MAG,2018,9,Austrian Grand Prix,Haas F1 Team,-0.7095000000000056,64.051,64.76050000000001,8.0,8.0,67.97292298955021,62.0,2.0,6.471264367816089,4.029074994095552,5.250169680955821
SAI,2018,9,Austrian Grand Prix,Renault,-0.1995000000000004,64.561,64.76050000000001,9.0,9.0,68.35131415612318,59.0,3.0,4.51724137931032,2.607307569066116,3.562274474188218
HUL,2018,9,Austrian Grand Prix,Renault,-0.0845000000000055,64.676,64.76050000000001,10.0,10.0,67.6591338028169,8.0,1.0,4.076628352490415,5.208106862266495,4.642367607378455
OCO,2018,9,Austrian Grand Prix,Force India,0.0844999999999913,64.845,64.76050000000001,11.0,11.0,68.2870400528169,64.0,2.0,3.429118773946365,2.848811162243195,3.13896496809478
GAS,2018,9,Austrian Grand Prix,Toro Rosso,0.1134999999999877,64.874,64.76050000000001,12.0,12.0,68.54770088326569,59.0,2.0,3.318007662835268,1.869403843965488,2.593705753400378
ALO,2018,9,Austrian Grand Prix,McLaren,0.2044999999999959,64.965,64.76050000000001,14.0,13.0,68.35080973979471,59.0,2.0,2.969348659003818,2.6092028635862388,2.7892757612950283
LEC,2018,9,Austrian Grand Prix,Sauber,0.2064999999999912,64.967,64.76050000000001,13.0,18.0,68.37414741784038,60.0,2.0,2.961685823754794,2.521513843988709,2.741599833871751
STR,2018,9,Austrian Grand Prix,Williams,0.5034999999999883,65.264,64.76050000000001,15.0,14.0,68.77908523555124,58.0,3.0,1.823754789272045,1.0,1.4118773946360226
VAN,2018,9,Austrian Grand Prix,McLaren,0.5104999999999933,65.271,64.76050000000001,16.0,15.0,68.46460438184663,45.0,2.0,1.7969348659003783,2.181630738481945,1.9892828021911617
PER,2018,9,Austrian Grand Prix,Force India,0.5184999999999889,65.279,64.76050000000001,17.0,16.0,68.0030842761487,61.0,2.0,1.7662835249042266,3.915746939503047,2.841015232203637
SIR,2018,9,Austrian Grand Prix,Williams,0.5614999999999952,65.322,64.76050000000001,18.0,17.0,68.59339692701664,55.0,3.0,1.6015325670497955,1.6977054741376778,1.6496190205937367
HAR,2018,9,Austrian Grand Prix,Toro Rosso,0.6054999999999922,65.366,64.76050000000001,19.0,19.0,68.3698576240049,46.0,1.0,1.43295019157088,2.537632320512936,1.985291256041908
ERI,2018,9,Austrian Grand Prix,Sauber,0.7184999999999917,65.479,64.76050000000001,20.0,20.0,68.25415764764023,57.0,2.0,1.0,2.97236355105882,1.98618177552941
HAM,2018,10,British Grand Prix,Mercedes,-1.924500000000009,85.892,87.8165,1.0,1.0,91.3450997920998,37.0,2.0,10.0,9.581825300440851,9.790912650220426
VET,2018,10,British Grand Prix,Ferrari,-1.8804999999999976,85.936,87.8165,2.0,2.0,91.21625708502025,38.0,3.0,9.882142857142828,9.91901495215575,9.90057890464929
RAI,2018,10,British Grand Prix,Ferrari,-1.82650000000001,85.99,87.8165,3.0,3.0,91.18531208791208,35.0,3.0,9.737500000000002,10.0,9.868750000000002
BOT,2018,10,British Grand Prix,Mercedes,-1.599500000000006,86.217,87.8165,4.0,4.0,91.3327004048583,38.0,2.0,9.129464285714278,9.614275294392456,9.371869790053367
VER,2018,10,British Grand Prix,Red Bull Racing,-1.214500000000001,86.602,87.8165,5.0,5.0,91.5132952853598,31.0,3.0,8.098214285714263,9.141646876082412,8.619930580898338
RIC,2018,10,British Grand Prix,Red Bull Racing,-0.7175000000000011,87.099,87.8165,6.0,6.0,91.5410633484163,34.0,3.0,6.766964285714264,9.068976068994848,7.917970177354556
MAG,2018,10,British Grand Prix,Haas F1 Team,-0.5725000000000051,87.244,87.8165,7.0,7.0,93.35289397089396,37.0,2.0,6.3785714285714175,4.327298791270458,5.352935109920938
GRO,2018,10,British Grand Prix,Haas F1 Team,-0.3615000000000066,87.455,87.8165,8.0,8.0,93.2704188034188,27.0,2.0,5.81339285714285,4.543141609435615,5.178267233289233
LEC,2018,10,British Grand Prix,Sauber,-0.0264999999999986,87.79,87.8165,9.0,9.0,92.79979807692308,16.0,1.0,4.916071428571399,5.774786321455832,5.345428875013615
OCO,2018,10,British Grand Prix,Force India,0.0264999999999986,87.843,87.8165,10.0,10.0,93.2790101214575,38.0,2.0,4.774107142857122,4.52065757752645,4.647382360191786
HUL,2018,10,British Grand Prix,Renault,0.0844999999999913,87.901,87.8165,11.0,11.0,93.22811740890688,38.0,2.0,4.618749999999999,4.653847079739983,4.6362985398699905
PER,2018,10,British Grand Prix,Force India,0.1114999999999923,87.928,87.8165,12.0,12.0,93.23500415800416,37.0,3.0,4.546428571428567,4.635824014390002,4.591126292909284
ALO,2018,10,British Grand Prix,McLaren,0.3224999999999909,88.139,87.8165,13.0,13.0,93.2619501039501,37.0,3.0,3.9812499999999993,4.565304740660174,4.273277370330087
ERI,2018,10,British Grand Prix,Sauber,0.4324999999999903,88.249,87.8165,15.0,15.0,93.32263532763533,27.0,2.0,3.686607142857144,4.406487606943616,4.0465473749003795
GAS,2018,10,British Grand Prix,Toro Rosso,0.5264999999999986,88.343,87.8165,14.0,14.0,93.41011740890688,38.0,3.0,3.434821428571407,4.1775413733237166,3.806181400947562
SAI,2018,10,British Grand Prix,Renault,0.6394999999999982,88.456,87.8165,16.0,16.0,93.1670227920228,27.0,2.0,3.1321428571428367,4.813735621790537,3.9729392394666867
VAN,2018,10,British Grand Prix,McLaren,1.2794999999999987,89.096,87.8165,17.0,17.0,93.55286199095023,34.0,3.0,1.4178571428571207,3.803969620646513,2.610913381751817
SIR,2018,10,British Grand Prix,Williams,1.4354999999999905,89.252,87.8165,18.0,18.0,94.62427991452992,36.0,2.0,1.0,1.0,1.0
STR,2018,10,British Grand Prix,,,,,,,94.40511111111113,36.0,2.0,0.1,1.573578855696719,0.8367894278483595
VET,2018,11,German Grand Prix,Ferrari,-1.6809999999999974,71.212,72.893,1.0,1.0,77.02884289080912,19.0,1.0,10.0,7.057044668888182,8.52852233444409
BOT,2018,11,German Grand Prix,Mercedes,-1.477000000000004,71.416,72.893,2.0,2.0,76.78994975124377,30.0,2.0,9.424270931326452,7.919379955366242,8.671825443346346
RAI,2018,11,German Grand Prix,Ferrari,-1.3460000000000036,71.547,72.893,3.0,3.0,77.17131641791045,30.0,2.0,9.054562558795876,6.542756355577881,7.798659457186878
VER,2018,11,German Grand Prix,Red Bull Racing,-1.070999999999998,71.822,72.893,4.0,4.0,76.21355462686566,25.0,2.0,8.278457196613356,10.0,9.139228598306678
MAG,2018,11,German Grand Prix,Haas F1 Team,-0.6929999999999978,72.2,72.893,5.0,5.0,77.9991721748401,28.0,2.0,7.211665098777042,3.5544360019113017,5.383050550344172
GRO,2018,11,German Grand Prix,Haas F1 Team,-0.3490000000000037,72.544,72.893,6.0,6.0,77.99755995882656,29.0,2.0,6.240827845719671,3.560255636415796,4.900541741067733
HUL,2018,11,German Grand Prix,Renault,-0.3329999999999984,72.56,72.893,7.0,7.0,78.17735306227483,29.0,2.0,6.195672624647219,2.911254423359039,4.55346352400313
SAI,2018,11,German Grand Prix,Renault,-0.2010000000000076,72.692,72.893,8.0,8.0,78.32904271744725,29.0,2.0,5.823142050799643,2.363698547594411,4.093420299197027
LEC,2018,11,German Grand Prix,Sauber,-0.1760000000000019,72.717,72.893,9.0,9.0,77.86585210312077,22.0,2.0,5.752587017873945,4.035682983086795,4.89413500048037
PER,2018,11,German Grand Prix,Force India,-0.1189999999999997,72.774,72.893,10.0,10.0,78.18155995882655,29.0,1.0,5.591721542803383,2.8960687409668484,4.243895141885115
HAM,2018,11,German Grand Prix,Mercedes,0.1189999999999997,73.012,72.893,14.0,14.0,76.47626545842218,28.0,2.0,4.92003762935089,9.051689719498166,6.985863674424528
RIC,2018,11,German Grand Prix,Red Bull Racing,0.4249999999999971,73.318,72.893,15.0,20.0,,,,4.056444026340548,0.1,2.078222013170274
ERI,2018,11,German Grand Prix,Sauber,0.6689999999999969,73.562,72.893,13.0,13.0,78.51093366500828,27.0,2.0,3.36782690498589,1.7071247227529476,2.5374758138694187
ALO,2018,11,German Grand Prix,McLaren,0.7210000000000036,73.614,72.893,11.0,11.0,78.70682875098193,19.0,3.0,3.2210724365004526,1.0,2.1105362182502265
SIR,2018,11,German Grand Prix,Williams,0.8089999999999975,73.702,72.893,12.0,12.0,78.44555721393036,18.0,1.0,2.972718720602068,1.943114842736192,2.4579167816691303
OCO,2018,11,German Grand Prix,Force India,0.8269999999999982,73.72,72.893,16.0,15.0,78.38331857951621,29.0,1.0,2.9219190968955755,2.167778350173758,2.544848723534667
GAS,2018,11,German Grand Prix,Toro Rosso,0.8559999999999945,73.749,72.893,17.0,16.0,78.58280664857531,22.0,2.0,2.8400752587017943,1.4476839954592435,2.143879627080519
HAR,2018,11,German Grand Prix,Toro Rosso,1.152000000000001,74.045,72.893,18.0,17.0,78.41357409381664,28.0,2.0,2.004703668861699,2.058564675644366,2.0316341722530327
STR,2018,11,German Grand Prix,Williams,1.3130000000000024,74.206,72.893,19.0,18.0,78.15882967515365,17.0,1.0,1.5503292568203018,2.9781185048004204,2.264223880810361
VAN,2018,11,German Grand Prix,McLaren,1.5079999999999956,74.401,72.893,20.0,19.0,78.31683641791045,25.0,2.0,1.0,2.407759766041514,1.703879883020757
VET,2018,12,Hungarian Grand Prix,Ferrari,-1.705500000000001,76.666,78.3715,4.0,4.0,81.04933171912833,59.0,2.0,10.0,9.057248994155346,9.528624497077672
VER,2018,12,Hungarian Grand Prix,Red Bull Racing,-1.4314999999999998,76.94,78.3715,7.0,7.0,,,,9.06413662239089,0.1,4.582068311195445
BOT,2018,12,Hungarian Grand Prix,Mercedes,-1.2484999999999928,77.123,78.3715,2.0,2.0,81.5923669950739,58.0,2.0,8.439089184060698,7.497011302043552,7.968050243052125
HAM,2018,12,Hungarian Grand Prix,Mercedes,-0.9525000000000006,77.419,78.3715,1.0,1.0,80.8765181598063,59.0,2.0,7.428083491461106,9.55377332858784,8.490928410024473
RAI,2018,12,Hungarian Grand Prix,Ferrari,-0.8455000000000013,77.526,78.3715,3.0,3.0,80.72121052631579,57.0,3.0,7.062618595825435,10.0,8.531309297912717
SAI,2018,12,Hungarian Grand Prix,Renault,-0.542500000000004,77.829,78.3715,5.0,5.0,82.76731034482758,58.0,2.0,6.027703984819754,4.121188438253169,5.074446211536461
GRO,2018,12,Hungarian Grand Prix,Haas F1 Team,-0.4705000000000012,77.901,78.3715,10.0,10.0,82.61903201970443,58.0,2.0,5.781783681214431,4.547218646654446,5.164501163934439
HUL,2018,12,Hungarian Grand Prix,Renault,-0.4664999999999963,77.905,78.3715,13.0,13.0,82.60225123152709,58.0,3.0,5.768121442125231,4.595432859206373,5.181777150665802
ALO,2018,12,Hungarian Grand Prix,McLaren,-0.1634999999999991,78.208,78.3715,11.0,11.0,82.38829310344828,58.0,2.0,4.733206831119549,5.21017291523859,4.97168987317907
MAG,2018,12,Hungarian Grand Prix,Haas F1 Team,-0.0575000000000045,78.314,78.3715,9.0,9.0,81.92655665024631,58.0,2.0,4.371157495256191,6.5368245160084975,5.453991005632345
HAR,2018,12,Hungarian Grand Prix,Toro Rosso,0.0575000000000045,78.429,78.3715,8.0,8.0,82.75493596059113,58.0,2.0,3.978368121442119,4.156742262392434,4.067555191917277
RIC,2018,12,Hungarian Grand Prix,Red Bull Racing,0.1685000000000087,78.54,78.3715,12.0,12.0,81.00857881773399,58.0,2.0,3.599240986717248,9.174339385212631,6.38679018596494
STR,2018,12,Hungarian Grand Prix,Williams,0.1885000000000047,78.56,78.3715,15.0,15.0,83.6969948051948,55.0,2.0,3.5309297912713413,1.4500383286957357,2.4904840599835385
GAS,2018,12,Hungarian Grand Prix,Toro Rosso,0.2055000000000006,78.577,78.3715,6.0,6.0,81.78925181598063,59.0,2.0,3.472865275142323,6.931325918072008,5.202095596607165
ERI,2018,12,Hungarian Grand Prix,Sauber,0.2695000000000078,78.641,78.3715,14.0,14.0,83.72417917675544,59.0,1.0,3.254269449715354,1.3719327561407615,2.3131011029280577
VAN,2018,12,Hungarian Grand Prix,McLaren,0.410499999999999,78.782,78.3715,16.0,16.0,82.28229285714286,40.0,2.0,2.772675521821647,5.514730624442397,4.143703073132022
LEC,2018,12,Hungarian Grand Prix,Sauber,0.4454999999999955,78.817,78.3715,17.0,17.0,,,,2.653130929791298,0.1,1.3765654648956491
OCO,2018,12,Hungarian Grand Prix,Force India,0.7704999999999984,79.142,78.3715,18.0,18.0,82.75953448275861,58.0,2.0,1.543074003795086,4.143529883875722,2.843301943835404
PER,2018,12,Hungarian Grand Prix,Force India,0.8285000000000053,79.2,78.3715,19.0,19.0,82.97601694915254,59.0,2.0,1.3449715370018938,3.521536951352155,2.433254244177024
SIR,2018,12,Hungarian Grand Prix,Williams,0.9295000000000044,79.301,78.3715,20.0,20.0,83.8536290726817,57.0,2.0,1.0,1.0,1.0
VET,2018,13,Belgian Grand Prix,Ferrari,-1.98599999999999,101.501,103.487,2.0,2.0,106.35634210526317,38.0,2.0,10.0,10.0,10.0
RAI,2018,13,Belgian Grand Prix,Ferrari,-1.9539999999999933,101.533,103.487,6.0,6.0,111.395,1.0,1.0,9.92433000525487,1.0,5.462165002627435
HAM,2018,13,Belgian Grand Prix,Mercedes,-1.9339999999999973,101.553,103.487,1.0,1.0,106.6170789473684,38.0,2.0,9.877036258539166,9.534274477852842,9.705655368196004
BOT,2018,13,Belgian Grand Prix,Mercedes,-1.2959999999999925,102.191,103.487,10.0,19.0,107.7934210526316,38.0,2.0,8.36836573830794,7.433104053397674,7.900734895852807
VER,2018,13,Belgian Grand Prix,Red Bull Racing,-0.9329999999999928,102.554,103.487,7.0,7.0,107.08157894736844,38.0,2.0,7.509984235417766,8.704589254657414,8.107286745037591
PER,2018,13,Belgian Grand Prix,Racing Point,-0.472999999999999,103.014,103.487,4.0,4.0,108.047,38.0,2.0,6.422228060956403,6.980163890760398,6.7011959758584005
GRO,2018,13,Belgian Grand Prix,Haas F1 Team,-0.4449999999999932,103.042,103.487,5.0,5.0,108.40484210526316,38.0,2.0,6.356016815554393,6.340989925262061,6.348503370408228
RIC,2018,13,Belgian Grand Prix,Red Bull Racing,-0.36099999999999,103.126,103.487,8.0,8.0,108.604,25.0,1.0,6.157383079348395,5.985256098898523,6.071319589123458
OCO,2018,13,Belgian Grand Prix,Racing Point,-0.184999999999988,103.302,103.487,3.0,3.0,108.25336842105264,38.0,2.0,5.741198108250124,6.611550694890571,6.176374401570348
MAG,2018,13,Belgian Grand Prix,Haas F1 Team,-0.1670000000000016,103.32,103.487,9.0,9.0,108.40776315789476,38.0,2.0,5.698633736206015,6.335772370462044,6.017203053334029
LEC,2018,13,Belgian Grand Prix,Sauber,0.1670000000000016,103.654,103.487,13.0,12.0,,,,4.908828166053616,0.1,2.504414083026808
GAS,2018,13,Belgian Grand Prix,Toro Rosso,0.3569999999999993,103.844,103.487,11.0,10.0,108.8745789473684,38.0,2.0,4.459537572254357,5.501950707425255,4.980744139839806
ERI,2018,13,Belgian Grand Prix,Sauber,0.3590000000000088,103.846,103.487,14.0,13.0,109.06248648648648,37.0,2.0,4.4548081975827625,5.16631215299409,4.810560175288426
HAR,2018,13,Belgian Grand Prix,Toro Rosso,0.3780000000000001,103.865,103.487,12.0,11.0,109.73364864864864,37.0,2.0,4.409879138202857,3.967489056516515,4.188684097359686
HUL,2018,13,Belgian Grand Prix,Renault,0.6580000000000013,104.145,103.487,15.0,20.0,,,,3.747766684182885,0.1,1.9238833420914425
SAI,2018,13,Belgian Grand Prix,Renault,1.0020000000000095,104.489,103.487,16.0,14.0,109.35532432432431,37.0,2.0,2.9343142406726184,4.643248155477284,3.7887811980749513
ALO,2018,13,Belgian Grand Prix,McLaren,1.4300000000000068,104.917,103.487,17.0,15.0,,,,1.9222280609563869,0.1,1.0111140304781934
SIR,2018,13,Belgian Grand Prix,Williams,1.51100000000001,104.998,103.487,18.0,16.0,109.47378378378376,37.0,2.0,1.7306883867577456,4.43165706169641,3.081172724227078
STR,2018,13,Belgian Grand Prix,Williams,1.6470000000000056,105.134,103.487,19.0,17.0,109.48967567567568,37.0,2.0,1.4090909090909136,4.4032711244061495,2.9061810167485316
VAN,2018,13,Belgian Grand Prix,McLaren,1.8200000000000076,105.307,103.487,20.0,18.0,109.86345714285716,35.0,2.0,1.0,3.735626431134294,2.367813215567147
RAI,2018,14,Italian Grand Prix,Ferrari,-2.3029999999999973,79.119,81.422,1.0,1.0,83.01667309269894,46.0,2.0,10.0,9.11081103038232,9.555405515191161
VET,2018,14,Italian Grand Prix,Ferrari,-2.141999999999996,79.28,81.422,2.0,2.0,82.74570016406891,46.0,2.0,9.511463250168571,10.0,9.755731625084286
HAM,2018,14,Italian Grand Prix,Mercedes,-2.128,79.294,81.422,3.0,3.0,82.76585266961061,47.0,2.0,9.468981793661504,9.933870199770745,9.701425996716125
BOT,2018,14,Italian Grand Prix,Mercedes,-1.7659999999999911,79.656,81.422,4.0,4.0,82.95805455291223,46.0,2.0,8.3705327039784,9.30316588758874,8.83684929578357
VER,2018,14,Italian Grand Prix,Red Bull Racing,-1.0889999999999986,80.333,81.422,5.0,5.0,82.96792332396628,47.0,2.0,6.316250842886038,9.2707818320696,7.793516337477819
GRO,2018,14,Italian Grand Prix,Haas F1 Team,-0.48599999999999,80.936,81.422,6.0,6.0,83.81202994257589,46.0,2.0,4.486513823331052,6.5008730509834605,5.4936934371572566
SAI,2018,14,Italian Grand Prix,Renault,-0.3810000000000002,81.041,81.422,7.0,7.0,84.1968679245283,46.0,2.0,4.167902899527981,5.23803956288537,4.702971231206675
OCO,2018,14,Italian Grand Prix,Racing Point,-0.3229999999999933,81.099,81.422,8.0,8.0,83.81600984413453,46.0,2.0,3.9919082939986272,6.487813131736192,5.23986071286741
RIC,2018,14,Italian Grand Prix,Red Bull Racing,-0.1419999999999959,81.28,81.422,15.0,19.0,83.65470188679245,20.0,1.0,3.4426837491570965,7.017140017286325,5.22991188322171
GAS,2018,14,Italian Grand Prix,Toro Rosso,-0.0720000000000027,81.35,81.422,9.0,9.0,84.79539622641511,45.0,2.0,3.2302764666217154,3.273988147371516,3.2521323069966157
STR,2018,14,Italian Grand Prix,Williams,0.0720000000000027,81.494,81.422,10.0,10.0,84.31660670859539,45.0,2.0,2.793324342548873,4.845120585457739,3.819222464003306
MAG,2018,14,Italian Grand Prix,Haas F1 Team,0.2469999999999999,81.669,81.422,11.0,11.0,85.48837516454586,43.0,1.0,2.2623061362103773,1.0,1.6311530681051887
SIR,2018,14,Italian Grand Prix,Williams,0.3100000000000023,81.732,81.422,12.0,12.0,84.43358322851154,45.0,2.0,2.071139581928509,4.461265889198694,3.266202735563602
HUL,2018,14,Italian Grand Prix,Renault,0.3790000000000049,81.801,81.422,14.0,20.0,84.68024737945493,45.0,2.0,1.8617666891436049,3.651845393476656,2.7568060413101305
ALO,2018,14,Italian Grand Prix,McLaren,0.4279999999999972,81.85,81.422,13.0,13.0,84.76052075471698,5.0,1.0,1.7130815913688466,3.388430888574384,2.5507562399716153
PER,2018,14,Italian Grand Prix,Racing Point,0.4660000000000082,81.888,81.422,16.0,14.0,83.72528096800657,46.0,2.0,1.5977747808495957,6.785537027206706,4.191655904028151
LEC,2018,14,Italian Grand Prix,Sauber,0.4669999999999987,81.889,81.422,17.0,15.0,84.46466289308177,45.0,2.0,1.5947403910991182,4.3592789672763335,2.977009679187726
HAR,2018,14,Italian Grand Prix,Toro Rosso,0.5120000000000005,81.934,81.422,18.0,16.0,,,,1.458192852326355,0.1,0.7790964261631775
ERI,2018,14,Italian Grand Prix,Sauber,0.6260000000000048,82.048,81.422,19.0,18.0,84.64330885972109,46.0,2.0,1.1122724207686878,3.773057960604268,2.442665190686478
VAN,2018,14,Italian Grand Prix,McLaren,0.6629999999999967,82.085,81.422,20.0,17.0,84.65410869565218,46.0,2.0,1.0,3.7376186455695097,2.368809322784755
HAM,2018,15,Singapore Grand Prix,Mercedes,-2.5305000000000035,96.015,98.5455,1.0,1.0,103.89286467958271,55.0,2.0,10.0,10.0,10.0
VER,2018,15,Singapore Grand Prix,Red Bull Racing,-2.211500000000001,96.334,98.5455,2.0,2.0,104.03163934426227,55.0,2.0,9.460236886632822,9.689336220063764,9.574786553348293
VET,2018,15,Singapore Grand Prix,Ferrari,-1.917500000000004,96.628,98.5455,3.0,3.0,104.65335916542476,55.0,2.0,8.962774957698816,8.297541614401581,8.630158286050198
